url,source,product_name,brand,ingredients,hazards_and_cautions,product_details,country_of_origin,how_to_use,ingredients_count,ingredients_list,scrape_timestamp
https://www.boots.com/qanda-hyaluronic-acid-body-wash-250ml-10347037#BVRRContainer,Boots,Q+A Hyaluronic Acid Body Wash 250ml - Boots,Q+A Hyaluronic Acid Body Wash 250ml,"Active ingredients • Saccharide Isomerate provides short and long-term hydration of skin• Hyaluronic Acid hydrates and promotes healthy skin• Giant Kelp Extract provides softer, more supple, and hydrated skin""",,,,,3.0,"Active ingredients • Saccharide Isomerate provides short and long-term hydration of skin• Hyaluronic Acid hydrates and promotes healthy skin• Giant Kelp Extract provides softer, more supple, and hydrated skin""",
https://www.boots.com/no7-pure-retinol-night-repair-cream-50ml-10296707#BVRRContainer,Boots,No7 Pure Retinol Night Repair Cream 50ml - Boots,No7 Pure Retinol Night Repair Cream 50ml,,,,,,,,
https://www.boots.com/sculpted-by-aimee-hydraglo-serum-refill-30ml-10311407#BVRRContainer,Boots,Sculpted By Aimee Hydraglo Serum Refill 30ml - Boots,Sculpted By Aimee Hydraglo Serum Refill 30ml,"Sculpted by Aimee’s first skin product is packed full of good-for-you ingredients, just like their beauty range!",,,,,2.0,"Sculpted by Aimee’s first skin product is packed full of good-for-you ingredients, just like their beauty range!",
https://www.boots.com/elizabeth-arden-ceramide-capsules-daily-youth-restoring-serum-60pc-10305676#BVRRContainer,Boots,Elizabeth Arden Ceramide Capsules Daily Youth Restoring Serum (60pc) - Boots,Elizabeth Arden Ceramide Capsules Daily Youth Restoring Serum (60pc),,,,,,,,
https://www.boots.com/bioderma-sebium-kerato-30ml-anti-blemish-gel-cream-for-acne-prone-skin-30ml-10324365#BVRRContainer,Boots,Bioderma Sebium Kerato+ 30ml anti-blemish gel cream for acne prone skin 30ml - Boots,Bioderma Sebium Kerato+ 30ml anti,"Ingredients AQUA/WATER/EAU, DI-C12-13 ALKYL MALATE, PROPANEDIOL, PROPYLHEPTYL CAPRYLATE, GLYCERIN, SALICYLIC ACID, SODIUM POLYACRYLOYLDIMETHYL TAURATE, ARACHIDYL ALCOHOL, DIMETHICONE, CETEARYL ALCOHOL, BEHENYL ALCOHOL, COCO-GLUCOSIDE, ARACHIDYL GLUCOSIDE, SODIUM HYDROXIDE, SODIUM CITRATE, CHONDRUS CRISPUS EXTRACT, MANNITOL, PROPYL GALLATE, XYLITOL, RHAMNOSE, SODIUM METABISULFITE, TOCOPHEROL, FRAGRANCE (PARFUM). [BI 2045]",,,,,23.0,"Ingredients AQUA/WATER/EAU, DI-C12-13 ALKYL MALATE, PROPANEDIOL, PROPYLHEPTYL CAPRYLATE, GLYCERIN, SALICYLIC ACID, SODIUM POLYACRYLOYLDIMETHYL TAURATE, ARACHIDYL ALCOHOL, DIMETHICONE, CETEARYL ALCOHOL, BEHENYL ALCOHOL, COCO-GLUCOSIDE, ARACHIDYL GLUCOSIDE, SODIUM HYDROXIDE, SODIUM CITRATE, CHONDRUS CRISPUS EXTRACT, MANNITOL, PROPYL GALLATE, XYLITOL, RHAMNOSE, SODIUM METABISULFITE, TOCOPHEROL, FRAGRANCE (PARFUM). [BI 2045]",
https://www.boots.com/sundae-birthday-cake-whipped-shower-foam-265ml-10358064#BVRRContainer,Boots,Sundae Birthday Cake Whipped Shower Foam 265ml - Boots,Sundae Birthday Cake Whipped Shower Foam 265ml,,,,,,,,
https://www.boots.com/florence-by-mills-dreamy-dew-moisturizer-10270305#BVRRContainer,Boots,Florence By Mills Dreamy Dew Moisturiser - Boots,Florence By Mills Dreamy Dew Moisturiser,"Willow Bark Extract: A balancing ingredient that helps calm skin and keep pores happy. Lotus Flower Blend: A gentle blend of Egyptian and sacred lotus flowers that controls oil so we feel dewy, not greasy. Vitamin B12: A calming friend that helps hydrate and bring out that inner glow.",,,,,2.0,"Willow Bark Extract: A balancing ingredient that helps calm skin and keep pores happy. Lotus Flower Blend: A gentle blend of Egyptian and sacred lotus flowers that controls oil so we feel dewy, not greasy. Vitamin B12: A calming friend that helps hydrate and bring out that inner glow.",
https://www.boots.com/clinique-moisture-surge-face-spray-all-skin-types-125ml-10035743#BVRRContainer,Boots,Clinique Moisture Surge™ Face Spray Thirsty Skin Relief 125ml - Boots,Clinique Moisture Surge™ Face Spray Thirsty Skin Relief 125ml,,,,,,,,
https://www.boots.com/bareminerals-ageless-phyto-procollagen-firming-anti-age-cream-10323690#BVRRContainer,Boots,bareMinerals Ageless 10% Phyto ProCollagen Firming Anti-Age Cream - Boots,bareMinerals Ageless 10% Phyto ProCollagen Firming Anti,,,,,,,,
https://www.boots.com/byoma-balancing-face-mist-100ml-10307029#BVRRContainer,Boots,Byoma Balancing Face Mist 100ml - Boots,Byoma Balancing Face Mist 100ml,,,,,,,,
https://www.boots.com/no7-radiant-results-revitalising-eye-make-up-remover-100ml-10312278#BVRRContainer,Boots,No7 Radiant Results Revitalising Eye Make Up Remover 100ml - Boots,No7 Radiant Results Revitalising Eye Make Up Remover 100ml,,,,United KingdomAddress,,,,
https://www.boots.com/aveeno-skin-relief-moisturising-body-wash-500ml-10262739#BVRRContainer,Boots,AVEENO® Skin Relief Moisturising Body Wash 500ml - Boots,AVEENO® Skin Relief Moisturising Body Wash 500ml,,,,GreeceAddress,,,,
https://www.boots.com/la-roche-posay-lipikar-syndet-ap-body-wash-400ml-10259632#BVRRContainer,Boots,La Roche-Posay Lipikar Syndet AP+ Soothing Cream Wash For Eczema And Atopic Skin 400ml - Boots,La Roche,,,,France,,,,
https://www.boots.com/proactiv-solution-30-day-kit-10346704#BVRRContainer,Boots,Proactiv Solution 30 Day Kit - Boots,Proactiv Solution 30 Day Kit,,,,Japan,,,,
https://www.boots.com/loreal-paris-age-perfect-refreshing-toner-200ml-10089412#BVRRContainer,Boots,L'Oreal Paris Age Perfect Smoothing & Anti Fatigue Vitamin C Refreshing Toner 200ml - Boots,L'Oreal Paris Age Perfect Smoothing & Anti Fatigue Vitamin C Refreshing Toner 200ml,,,,Germany,,,,
https://www.boots.com/clarins-double-serum-eye-20ml-10298998#BVRRContainer,Boots,Clarins Double Serum Eye 20ml - Boots,Clarins Double Serum Eye 20ml,,,,France,,,,
https://www.boots.com/no7-men-anti-ageing-balm-spf15-50ml-10341929#BVRRContainer,Boots,No7 Men Anti Ageing balm SPF15 50ml - Boots,No7 Men Anti Ageing balm SPF15 50ml,,,,,,,,
https://www.boots.com/byoma-creamy-jelly-cleanser-175ml-10307028#BVRRContainer,Boots,Byoma Creamy Jelly Cleanser 175ml - Boots,Byoma Creamy Jelly Cleanser 175ml,,,,,,,,
https://www.boots.com/estee-lauder-limited-edition-laduree-eyeshadow-palette-10358510#BVRRContainer,Boots,Estee Lauder Limited Edition Laduree Eyeshadow Palette - Boots,Estee Lauder Limited Edition Laduree Eyeshadow Palette,,,,China,,,,
https://www.boots.com/bubble-new-faces-all-ages-starter-kit-10347647#BVRRContainer,Boots,Bubble New Faces All Ages Starter Kit - Boots,Bubble New Faces All Ages Starter Kit,,,,,,,,
https://www.boots.com/estee-lauder-limited-edition-laduree-lip-oil-3-piece-collection-10358509#BVRRContainer,Boots,Estee Lauder Limited Edition Laduree Lip Oil 3-Piece Collection - Boots,Estee Lauder Limited Edition Laduree Lip Oil 3,,,,,,,,
https://www.boots.com/no7-total-renewal-micro-dermabrasion-face-exfoliator-10138992#BVRRContainer,Boots,No7 Total Renewal Micro-Dermabrasion Face Exfoliator 75ml - Boots,No7 Total Renewal Micro,,,,United KingdomAddress,,,,
https://www.boots.com/tocobo-vita-glazed-lip-mask-20ml-10359712#BVRRContainer,Boots,Tocobo Vita Glazed Lip Mask 20ml - Boots,Tocobo Vita Glazed Lip Mask 20ml,"Overnight lip mask that requires no scrubbing. It contains ingredients that gently remove dead skin from the lips while providing a hydration barrier, leaving your lips smoother and glossier after use.-Vegan Certified-Skin Irritation Test Completed",,,Korea,,2.0,"Overnight lip mask that requires no scrubbing. It contains ingredients that gently remove dead skin from the lips while providing a hydration barrier, leaving your lips smoother and glossier after use.-Vegan Certified-Skin Irritation Test Completed",
https://www.boots.com/no7-protect-and-perfect-intense-advanced-night-cream-50ml-enhanced-formula-10296077#BVRRContainer,Boots,No7 Protect & Perfect Intense ADVANCED Night Cream 50ml Enhanced Formula - Boots,No7 Protect & Perfect Intense ADVANCED Night Cream 50ml Enhanced Formula,,,,United KingdomAddress,,,,
https://www.boots.com/versed-silk-slip-tinted-lip-oil-blossom-9ml-10294084#BVRRContainer,Boots,Versed Silk Slip tinted lip oil blossom 9ml - Boots,Versed Silk Slip tinted lip oil blossom 9ml,,,,,,,,
https://www.boots.com/no7-derm-solutions-eczematreatment-30ml-10333574#BVRRContainer,Boots,No7 Derm Solutions™ Eczema Treatment Suitable for Irritated & Damaged Skin 30ml - Boots,No7 Derm Solutions™ Eczema Treatment Suitable for Irritated & Damaged Skin 30ml,"Ingredients Ectoin®, Aqua, Hydrogenated Lecithin, Ceramide-3, Squalane, Olea Europea Fruit Oil, Caprylic/Capric Triglyceride, Butyrospermum Parkii Butter, Oryza Sativa (Rice) Bran Cera, Carbomer, Xanthan Gum, Sodium Carbomer, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Glycine, Alanine, Pentylene Glycol, Butylene Glycol, Hydroxyethylcellulose, Glycerine, Hydroxyphenyl Propamidobenzoic Acid",,,Germany,,20.0,"Ingredients Ectoin®, Aqua, Hydrogenated Lecithin, Ceramide-3, Squalane, Olea Europea Fruit Oil, Caprylic/Capric Triglyceride, Butyrospermum Parkii Butter, Oryza Sativa (Rice) Bran Cera, Carbomer, Xanthan Gum, Sodium Carbomer, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Glycine, Alanine, Pentylene Glycol, Butylene Glycol, Hydroxyethylcellulose, Glycerine, Hydroxyphenyl Propamidobenzoic Acid",
https://www.boots.com/fresh-lotus-youth-preserve-dream-face-cream-15ml-10353215#BVRRContainer,Boots,Fresh Lotus Youth Preserve Dream Face Cream 15ml - Boots,Fresh Lotus Youth Preserve Dream Face Cream 15ml,,,,,,,,
https://www.boots.com/boots-biodegradable-moisturising-cleansing-wipes-25s-10277055#BVRRContainer,Boots,Boots Biodegradable Moisturising Cleansing Wipes 25s - Boots,Boots Biodegradable Moisturising Cleansing Wipes 25s,,,,United KingdomAddress,,,,
https://www.boots.com/sukin-natural-actives-barrier-balancing-serum-25ml-10340978#BVRRContainer,Boots,Sukin Natural Actives Barrier Balancing Serum 25ml - Boots,Sukin Natural Actives Barrier Balancing Serum 25ml,"Promote skin barrier resilience with this multi-tasking serum, enriched with a *clinically proven microbiome complex of prebiotics and bio-fermented ingredients to support skin barrier function. Niacinamide balances uneven skin tone and the unique combination of Ashwagandha Root, Radish Root and Carrot Root Extract helps to soothe and protect dry skin.",,,,,3.0,"Promote skin barrier resilience with this multi-tasking serum, enriched with a *clinically proven microbiome complex of prebiotics and bio-fermented ingredients to support skin barrier function. Niacinamide balances uneven skin tone and the unique combination of Ashwagandha Root, Radish Root and Carrot Root Extract helps to soothe and protect dry skin.",
https://www.boots.com/the-ordinary-salicylic-acid-2solution-30ml-10317695#BVRRContainer,Boots,The Ordinary Salicylic Acid 2% Solution 30ml - Boots,The Ordinary Salicylic Acid 2% Solution 30ml,,,,CanadaAddress,,,,
https://www.boots.com/beauty-of-joseon-red-bean-refreshing-pore-mask-140ml-10352397#BVRRContainer,Boots,Beauty of Joseon Red Bean Refreshing Pore Mask 140ml - Boots,Beauty of Joseon Red Bean Refreshing Pore Mask 140ml,,,,Korea,,,,
https://www.boots.com/nivea-biodegradable-face-cleansing-wipes-for-sensitive-skin-25-wipes-10294732#BVRRContainer,Boots,NIVEA Cleansing Face Wipes for Sensitive Skin 25pcs - Boots,NIVEA Cleansing Face Wipes for Sensitive Skin 25pcs,,,,NetherlandsAddress,,,,
https://www.boots.com/byoma-liptide-lip-mask-5ml-10347532#BVRRContainer,Boots,Byoma Liptide Lip Mask 5ml - Boots,Byoma Liptide Lip Mask 5ml,,,,,,,,
https://www.boots.com/laneige-water-bank-blue-hyaluronic-cream-moisturiser-duo-set-10359120#BVRRContainer,Boots,Laneige Water Bank Blue Hyaluronic Cream Moisturiser Duo Set - Boots,Laneige Water Bank Blue Hyaluronic Cream Moisturiser Duo Set,,,,Korea,,,,
https://www.boots.com/origins-ginzing-glow-boosting-gel-moisturizer-50ml-10304594#BVRRContainer,Boots,Origins GinZing Gel Face Moisturiser 50ml - Boots,Origins GinZing Gel Face Moisturiser 50ml,Caffeine & Ginseng.,,,,,1.0,Caffeine & Ginseng.,
https://www.boots.com/clarins-super-restorative-day-cream-spf15-50ml-10357240#BVRRContainer,Boots,Clarins Super Restorative Day Cream SPF15 50ml - Boots,Clarins Super Restorative Day Cream SPF15 50ml,,,,France,,,,
https://www.boots.com/natural-collection-muslin-cloths-2s-10341372#BVRRContainer,Boots,Natural Collection muslin cloths 2s - Boots,Natural Collection muslin cloths 2s,,,,,,,,
https://www.boots.com/eucerin-dry-skin-replenishing-face-cream-night-urea-with-lactate-50ml-10065361#BVRRContainer,Boots,Eucerin UreaRepair Dry Skin Replenishing Face Night Cream 5% Urea 50ml - Boots,Eucerin UreaRepair Dry Skin Replenishing Face Night Cream 5% Urea 50ml,"Ingredients Aqua, Glycerine, Urea, Cyclomethicone, Ethylhexyl Cocoate, Caprylic-Capric-Triglyceride, Helianthus Annuus, Isopropyl Stearate, Polyglyceryl-2 Dipolyhydroxystearate, Squalane, Sodium Lactate, Butyrospermum Parkii, Polyglyceryl-3 Diisostearate, Hydrogenated Castor Oil, Benzyl Alcohol, Magnesium Sulfate, Sodium Starch, Octenylsuccinate, Lactic Acid, Methylparaben, Disodium EDTA, Ceramide 3, BHT",,,,,23.0,"Ingredients Aqua, Glycerine, Urea, Cyclomethicone, Ethylhexyl Cocoate, Caprylic-Capric-Triglyceride, Helianthus Annuus, Isopropyl Stearate, Polyglyceryl-2 Dipolyhydroxystearate, Squalane, Sodium Lactate, Butyrospermum Parkii, Polyglyceryl-3 Diisostearate, Hydrogenated Castor Oil, Benzyl Alcohol, Magnesium Sulfate, Sodium Starch, Octenylsuccinate, Lactic Acid, Methylparaben, Disodium EDTA, Ceramide 3, BHT",
https://www.boots.com/origins-plantscription-active-wrinkle-correction-serum-50ml-10339784#BVRRContainer,Boots,Origins Plantscription™ Active Wrinkle Correction Serum - 30ml - Boots,Origins Plantscription™ Active Wrinkle Correction Serum,,,,,,,,
https://www.boots.com/nip-fab-vitamin-c-serum-50ml-10265763#BVRRContainer,Boots,Nip+Fab Vitamin C Serum 50ml - Boots,Nip+Fab Vitamin C Serum 50ml,,,,,,,,
https://www.boots.com/vichy-capital-soleil-mattifying-3-in-1-cream-spf50-50ml-10274477#BVRRContainer,Boots,Vichy Capital Soleil Mattifying 3-in-1 Cream SPF50+ 50ml - Boots,Vichy Capital Soleil Mattifying 3,,,,,,,,
https://www.boots.com/bubble-star-dew-hydrating-eye-cream-15ml-10353803#BVRRContainer,Boots,Bubble Star Dew Hydrating Eye Cream 15ml - Boots,Bubble Star Dew Hydrating Eye Cream 15ml,"Anti-Stress Blend of peptides and plant extracts helps counteract the effects of digital pollution and helps to relieve signs of fatigue and stress.Shea Butter helps moisturize, nourish, and soothe the delicate under eye area.Squalane helps draw water into the skin.",,,,,3.0,"Anti-Stress Blend of peptides and plant extracts helps counteract the effects of digital pollution and helps to relieve signs of fatigue and stress.Shea Butter helps moisturize, nourish, and soothe the delicate under eye area.Squalane helps draw water into the skin.",
https://www.boots.com/mac-hyper-real-skin-canvas-balm-moisturizing-cream-10323942#BVRRContainer,Boots,MAC Hyper Real Skin Canvas Balm Moisturizing Cream 50ml - Boots,MAC Hyper Real Skin Canvas Balm Moisturizing Cream 50ml,"Water\Aqua\Eau, Propanediol, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric/Myristic/Stearic Triglyceride, Niacinamide, Cocos Nucifera (Coconut) Oil, Polyglyceryl-3 Methylglucose Distearate, Coco-Caprylate/Caprate, Simmondsia Chinensis (Jojoba) Seed Oil, Butylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Stearate, Peg-100 Stearate, Trehalose, Persea Gratissima (Avocado) Oil, Glycerin, Sodium Hyaluronate, Squalane, Ethylhexylglycerin, Cholesterol, Sodium Rna, Ceramide Ng, Acetyl Glucosamine, Acetyl Hexapeptide-8, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Caprylyl Glycol, Mangifera Indica (Mango) Seed Butter, Paeonia Albiflora Flower Extract, Crithmum Maritimum Extract, Aloe Barbadensis Leaf Extract, Laminaria Digitata Extract, Algae Extract, Hordeum Distichon (Barley) Extract\Extrait D'Orge À Deux Rangs, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Triticum Vulgare (Wheat) Germ Oil, Hydrogenated Vegetable Oil, Canola Oil\Huile De Colza, Argania Spinosa Kernel Oil, Caffeine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Isostearate, Potassium Cetyl Phosphate, Polysorbate 60, Hexylene Glycol, Sodium Hydroxide, Fragrance (Parfum), Linalool, Limonene, Benzyl Salicylate, Tocopherol, Tocopheryl Acetate, Tetrasodium Edta, Phenoxyethanol, Potassium Sorbate, Chlorphenesin, Titanium Dioxide (Ci 77891)",,,,,58.0,"Water\Aqua\Eau, Propanediol, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric/Myristic/Stearic Triglyceride, Niacinamide, Cocos Nucifera (Coconut) Oil, Polyglyceryl-3 Methylglucose Distearate, Coco-Caprylate/Caprate, Simmondsia Chinensis (Jojoba) Seed Oil, Butylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Stearate, Peg-100 Stearate, Trehalose, Persea Gratissima (Avocado) Oil, Glycerin, Sodium Hyaluronate, Squalane, Ethylhexylglycerin, Cholesterol, Sodium Rna, Ceramide Ng, Acetyl Glucosamine, Acetyl Hexapeptide-8, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Caprylyl Glycol, Mangifera Indica (Mango) Seed Butter, Paeonia Albiflora Flower Extract, Crithmum Maritimum Extract, Aloe Barbadensis Leaf Extract, Laminaria Digitata Extract, Algae Extract, Hordeum Distichon (Barley) Extract\Extrait D'Orge À Deux Rangs, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Triticum Vulgare (Wheat) Germ Oil, Hydrogenated Vegetable Oil, Canola Oil\Huile De Colza, Argania Spinosa Kernel Oil, Caffeine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Isostearate, Potassium Cetyl Phosphate, Polysorbate 60, Hexylene Glycol, Sodium Hydroxide, Fragrance (Parfum), Linalool, Limonene, Benzyl Salicylate, Tocopherol, Tocopheryl Acetate, Tetrasodium Edta, Phenoxyethanol, Potassium Sorbate, Chlorphenesin, Titanium Dioxide (Ci 77891)",
https://www.boots.com/lancome-renergie-hpn-300-peptide-high-performance-anti-ageing-cream-30ml-10333342#BVRRContainer,Boots,Lancôme Renergie H.P.N. 300-Peptide High-Performance Anti-Ageing Cream 30ml - Boots,Lancôme Renergie H.P.N. 300,AQUA / WATER / EAU • GLYCERIN • DIMETHICONE • CETEARYL ALCOHOL • THEOBROMA GRANDIFLORUM SEED BUTTER • ALCOHOL DENAT. • CETEARYL ISONONANOATE • NIACINAMIDE • GLYCERYL STEARATE • PEG-100 STEARATE • ISOPROPYL PALMITATE • OCTYLDODECANOL • CYCLODEXTRIN • HYDROLYZED LUPINE PROTEIN • PISUM SATIVUM EXTRACT / PEA EXTRACT • ADENOSINE • CAPRYLOYL SALICYLIC ACID • HYDROLYZED HYALURONIC ACID • HYDROLYZED LINSEED EXTRACT • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • TRISODIUM ETHYLENEDIAMINE DISUCCINATE • TOCOPHERYL ACETATE • CERA ALBA / BEESWAX / CIRE DABEILLE • ORBIGNYA OLEIFERA SEED OIL • SIMMONDSIA CHINENSIS BUTTER / JOJOBA BUTTER • CETEARYL GLUCOSIDE • CITRIC ACID • HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER • POLYSORBATE 60 • POTASSIUM CETYL PHOSPHATE • SORBITAN ISOSTEARATE • TOCOPHEROL • DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER • BENZYL ALCOHOL • GERANIOL • LIMONENE • CHLORPHENESIN • DIPROPYLENE GLYCOL • PHENOXYETHANOL • SODIUM BENZOATE • PARFUM / FRAGRANCE (F.I.L. T70018137/2).,,,,,1.0,AQUA / WATER / EAU • GLYCERIN • DIMETHICONE • CETEARYL ALCOHOL • THEOBROMA GRANDIFLORUM SEED BUTTER • ALCOHOL DENAT. • CETEARYL ISONONANOATE • NIACINAMIDE • GLYCERYL STEARATE • PEG-100 STEARATE • ISOPROPYL PALMITATE • OCTYLDODECANOL • CYCLODEXTRIN • HYDROLYZED LUPINE PROTEIN • PISUM SATIVUM EXTRACT / PEA EXTRACT • ADENOSINE • CAPRYLOYL SALICYLIC ACID • HYDROLYZED HYALURONIC ACID • HYDROLYZED LINSEED EXTRACT • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • TRISODIUM ETHYLENEDIAMINE DISUCCINATE • TOCOPHERYL ACETATE • CERA ALBA / BEESWAX / CIRE DABEILLE • ORBIGNYA OLEIFERA SEED OIL • SIMMONDSIA CHINENSIS BUTTER / JOJOBA BUTTER • CETEARYL GLUCOSIDE • CITRIC ACID • HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER • POLYSORBATE 60 • POTASSIUM CETYL PHOSPHATE • SORBITAN ISOSTEARATE • TOCOPHEROL • DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER • BENZYL ALCOHOL • GERANIOL • LIMONENE • CHLORPHENESIN • DIPROPYLENE GLYCOL • PHENOXYETHANOL • SODIUM BENZOATE • PARFUM / FRAGRANCE (F.I.L. T70018137/2).,
https://www.boots.com/loreal-paris-revitalift-laser-serum-sheet-mask-36g-10317206#BVRRContainer,Boots,L'Oreal Paris Revitalift Laser Serum Sheet Mask 36g - Boots,L'Oreal Paris Revitalift Laser Serum Sheet Mask 36g,"Formulated with Peptide, Hyaluronic Acid, and Vitamin C*, the mask provides an intense full face wrapping effect to lock in moisture and active ingredients. Skin tone looks brightened, skin texture looks smoother and skin feels deeply nourished and strengthened.",,,China,,5.0,"Formulated with Peptide, Hyaluronic Acid, and Vitamin C*, the mask provides an intense full face wrapping effect to lock in moisture and active ingredients. Skin tone looks brightened, skin texture looks smoother and skin feels deeply nourished and strengthened.",
https://www.boots.com/no7-0-3-percent-pure-retinol-night-concentrate-30ml-10301808#BVRRContainer,Boots,No7 Pure Retinol 0.3% Retinol Night Concentrate 30ml - Boots,No7 Pure Retinol 0.3% Retinol Night Concentrate 30ml,,,,,,,,
https://www.boots.com/cosrx-the-retinol-0-5-oil-20ml-10344171#BVRRContainer,Boots,COSRX The Retinol 0.5 Oil 20ml - Boots,COSRX The Retinol 0.5 Oil 20ml,"Ingredients Squalane, Glycine Soja (Soybean) Oil, Di-C12-13 Alkyl Malate, Retinol(0.5%), Caprylic/Capric Triglyceride, BHT, Tocotrienols, Tocopherol, Elaeis Guineensis (Palm) Oil, Hydroxymethoxyphenyl Decanone",,,,,10.0,"Ingredients Squalane, Glycine Soja (Soybean) Oil, Di-C12-13 Alkyl Malate, Retinol(0.5%), Caprylic/Capric Triglyceride, BHT, Tocotrienols, Tocopherol, Elaeis Guineensis (Palm) Oil, Hydroxymethoxyphenyl Decanone",
https://www.boots.com/sundae-whipped-body-moisturiser-peach-220ml-10358176#BVRRContainer,Boots,Sundae Whipped Body Moisturiser Peach 220ml - Boots,Sundae Whipped Body Moisturiser Peach 220ml,"Ingredients Aqua, Oryza Sativa (Rice) Bran Oil, Dicaprylyl Carbonate, Glycerin, Propanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Coco-glucoside, Hydroxystearic acid, Trehalose, Hydrolysed Rice Bran Extract, Sodium Polyacrylate Starch, Parfum, Phenoxyethanol, Chlorphenesin, Santalum acuminatum Fruit Extract, Citric Acid, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool, Citronellol, Geraniol, Benzyl benzoate.",,,,,24.0,"Ingredients Aqua, Oryza Sativa (Rice) Bran Oil, Dicaprylyl Carbonate, Glycerin, Propanediol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Coco-glucoside, Hydroxystearic acid, Trehalose, Hydrolysed Rice Bran Extract, Sodium Polyacrylate Starch, Parfum, Phenoxyethanol, Chlorphenesin, Santalum acuminatum Fruit Extract, Citric Acid, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool, Citronellol, Geraniol, Benzyl benzoate.",
https://www.boots.com/piz-buin-moisturising-face-cream-spf50-50ml-10337839#BVRRContainer,Boots,PIZ BUIN® Moisturising Face Cream SPF50 50ml - Boots,PIZ BUIN® Moisturising Face Cream SPF50 50ml,,,,France,,,,
https://www.boots.com/skingredients-skin-veg-hydrating-hyaluronic-acid-serum-refillable-primary-pack-45ml-10312891p#BVRRContainer,Boots,Skingredients Skin Veg Hydrating Hyaluronic Acid Serum Refillable Primary Pack 45ml - Boots,Skingredients Skin Veg Hydrating Hyaluronic Acid Serum Refillable Primary Pack 45ml,"00 Hours 00 Mins 00 Secs It's £10 Tuesday! Discover must-haves, including Benefit minis, for just £10. Hurry, while stocks last! SHOP NOW Skingredients Skin Veg Hydrating Hyaluronic Acid Serum Refillable Primary Pack 45ml",,,,,4.0,"00 Hours 00 Mins 00 Secs It's £10 Tuesday! Discover must-haves, including Benefit minis, for just £10. Hurry, while stocks last! SHOP NOW Skingredients Skin Veg Hydrating Hyaluronic Acid Serum Refillable Primary Pack 45ml",
